player_url,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,release_clause_eur,team_jersey_number,contract_valid_until,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,att_work_rate,def_work_rate,growth
https://sofifa.com/player/168435/salvatore-sirigu/20/159586,32,192,80,Italy,Torino,84,84,19000000.0,54000.0,GK,Right,3,2,1,32300000.0,39.0,2022.0,84.0,80.0,76.0,82.0,51.0,84.0,Medium,Medium,0
https://sofifa.com/player/221087/pau-lopez-sabata/20/159586,24,189,77,Spain,Roma,83,88,26000000.0,38000.0,GK,Left,1,3,1,46200000.0,12.0,2024.0,82.0,83.0,79.0,84.0,49.0,82.0,Medium,Medium,5
https://sofifa.com/player/204935/jordan-pickford/20/159586,25,185,77,England,Everton,83,86,24000000.0,78000.0,GK,Left,1,4,1,47400000.0,1.0,2024.0,82.0,78.0,87.0,86.0,48.0,82.0,Medium,Medium,3
https://sofifa.com/player/192984/koen-casteels/20/159586,27,197,86,Belgium,VfL Wolfsburg,83,85,22000000.0,50000.0,GK,Left,2,2,1,39100000.0,1.0,2021.0,83.0,79.0,79.0,83.0,45.0,82.0,Medium,Medium,2
https://sofifa.com/player/188943/kevin-trapp/20/159586,28,189,86,Germany,Eintracht Frankfurt,83,84,21500000.0,42000.0,GK,Right,2,4,1,38200000.0,1.0,2024.0,82.0,77.0,79.0,85.0,49.0,83.0,Medium,Medium,1
https://sofifa.com/player/190941/lukas-hradecky/20/159586,29,192,85,Finland,Bayer 04 Leverkusen,83,83,18500000.0,67000.0,GK,Right,2,3,1,31500000.0,1.0,2023.0,85.0,79.0,69.0,86.0,41.0,82.0,Medium,Medium,0
https://sofifa.com/player/199987/jasper-cillessen/20/159586,30,185,83,Netherlands,Valencia CF,83,84,20000000.0,39000.0,GK,Right,3,3,1,43500000.0,13.0,2023.0,82.0,83.0,78.0,83.0,52.0,81.0,Medium,Medium,1
https://sofifa.com/player/178005/rui-pedro-dos-santos-patricio/20/159586,31,190,84,Portugal,Wolverhampton Wanderers,83,83,16500000.0,82000.0,GK,Left,3,2,1,31400000.0,11.0,2022.0,84.0,80.0,77.0,82.0,55.0,81.0,Medium,Medium,0
https://sofifa.com/player/163587/kasper-schmeichel/20/159586,32,189,89,Denmark,Leicester City,83,83,15500000.0,82000.0,GK,Right,2,3,1,29500000.0,1.0,2023.0,82.0,77.0,79.0,88.0,58.0,79.0,Medium,Medium,0
https://sofifa.com/player/104389/rune-almenning-jarstein/20/159586,34,190,86,Norway,Hertha BSC,83,83,11500000.0,33000.0,GK,Right,2,4,1,19600000.0,22.0,2021.0,79.0,82.0,76.0,84.0,43.0,86.0,Medium,Medium,0
https://sofifa.com/player/5479/iker-casillas-fernandez/20/159586,38,185,84,Spain,FC Porto,83,83,2600000.0,11000.0,GK,Left,4,2,1,5200000.0,1.0,2020.0,85.0,75.0,61.0,84.0,55.0,86.0,Medium,Medium,0
https://sofifa.com/player/1179/gianluigi-buffon/20/159586,41,192,92,Italy,Juventus,83,83,2600000.0,58000.0,GK,Right,4,2,1,4300000.0,77.0,2024.0,78.0,77.0,74.0,80.0,33.0,91.0,Medium,Medium,0
https://sofifa.com/player/226753/andre-onana/20/159586,23,187,93,Cameroon,Ajax,82,87,22000000.0,18000.0,GK,Right,2,3,1,32500000.0,24.0,2022.0,84.0,80.0,86.0,83.0,63.0,76.0,Medium,Medium,5
https://sofifa.com/player/212151/thomas-strakosha/20/159586,24,193,78,Albania,Lazio,82,87,22000000.0,39000.0,GK,Right,1,2,1,39100000.0,1.0,2023.0,84.0,78.0,75.0,87.0,44.0,79.0,Medium,Medium,5
https://sofifa.com/player/193105/alphonse-areola/20/159586,26,195,94,France,Paris Saint-Germain,82,86,21000000.0,71000.0,GK,Right,2,3,1,40400000.0,16.0,2023.0,85.0,79.0,80.0,84.0,55.0,78.0,Medium,Medium,4
https://sofifa.com/player/198009/mattia-perin/20/159586,26,188,77,Italy,Juventus,82,86,21000000.0,90000.0,GK,Right,2,3,1,36200000.0,22.0,2022.0,82.0,82.0,71.0,87.0,56.0,79.0,Medium,Medium,4
https://sofifa.com/player/223952/david-soria-solis/20/159586,26,192,85,Spain,Getafe CF,82,84,19500000.0,26000.0,GK,Right,1,3,1,42400000.0,13.0,2022.0,83.0,81.0,71.0,83.0,41.0,82.0,Medium,Medium,2
https://sofifa.com/player/209960/fernando-pacheco-flores/20/159586,27,186,81,Spain,Deportivo Alavés,82,84,18500000.0,27000.0,GK,Left,1,2,1,40200000.0,1.0,2023.0,81.0,79.0,70.0,83.0,45.0,83.0,Medium,Medium,2
https://sofifa.com/player/200726/benjamin-lecomte/20/159586,28,186,78,France,AS Monaco,82,85,20000000.0,42000.0,GK,Left,2,3,1,39500000.0,40.0,2024.0,82.0,78.0,78.0,83.0,42.0,81.0,Medium,Medium,3
https://sofifa.com/player/193698/oliver-baumann/20/159586,29,187,82,Germany,TSG 1899 Hoffenheim,82,83,18000000.0,39000.0,GK,Right,2,1,1,32000000.0,1.0,2021.0,82.0,80.0,70.0,84.0,49.0,79.0,Medium,Medium,1
https://sofifa.com/player/178750/sergio-asenjo-andres/20/159586,30,189,87,Spain,Villarreal CF,82,83,17000000.0,33000.0,GK,Right,2,3,1,37000000.0,1.0,2022.0,84.0,82.0,77.0,81.0,56.0,80.0,Medium,Medium,1
https://sofifa.com/player/230168/raphael-william-anjos-rochedo/20/159586,31,190,85,Brazil,Grêmio,82,82,14000000.0,32000.0,GK,Right,1,2,1,25200000.0,1.0,2022.0,79.0,84.0,77.0,78.0,42.0,83.0,Medium,Medium,0
https://sofifa.com/player/168354/emiliano-viviano/20/159586,33,195,90,Italy,Sporting CP,82,82,12000000.0,15000.0,GK,Left,2,2,1,24000000.0,58.0,2020.0,83.0,84.0,76.0,83.0,32.0,81.0,Medium,Medium,0
https://sofifa.com/player/164835/lukasz-fabianski/20/159586,34,190,83,Poland,West Ham United,82,82,9500000.0,75000.0,GK,Right,2,2,1,18100000.0,1.0,2021.0,80.0,83.0,70.0,84.0,48.0,82.0,Medium,Medium,0
https://sofifa.com/player/24630/jose-manuel-reina-paez/20/159586,36,188,92,Spain,Milan,82,82,3700000.0,26000.0,GK,Right,3,3,1,6400000.0,25.0,2021.0,79.0,82.0,82.0,81.0,57.0,82.0,Medium,Medium,0
https://sofifa.com/player/205659/alessio-cragno/20/159586,25,184,78,Italy,Cagliari,81,87,18000000.0,30000.0,GK,Right,1,3,1,34200000.0,28.0,2024.0,84.0,78.0,69.0,88.0,39.0,76.0,Medium,Medium,6
https://sofifa.com/player/200316/timo-horn/20/159586,26,192,90,Germany,1. FC Köln,81,83,15500000.0,28000.0,GK,Left,2,3,1,27500000.0,1.0,2023.0,82.0,80.0,79.0,84.0,48.0,78.0,Medium,Medium,2
https://sofifa.com/player/215316/geronimo-rulli/20/159586,27,189,84,Argentina,Montpellier HSC,81,85,16000000.0,32000.0,GK,Right,3,3,1,37300000.0,1.0,2020.0,83.0,77.0,77.0,86.0,51.0,75.0,Medium,Medium,4
https://sofifa.com/player/199575/jordi-masip-lopez/20/159586,30,180,76,Spain,Real Valladolid CF,81,82,14000000.0,21000.0,GK,Right,1,4,1,30500000.0,1.0,2022.0,82.0,82.0,72.0,84.0,65.0,77.0,Medium,Medium,1
https://sofifa.com/player/204120/tomas-vaclik/20/159586,30,188,85,Czech Republic,Sevilla FC,81,82,14000000.0,18000.0,GK,Right,1,3,1,30500000.0,1.0,2021.0,82.0,72.0,74.0,85.0,37.0,82.0,Medium,Medium,1
https://sofifa.com/player/163489/andrea-consigli/20/159586,32,189,82,Italy,Sassuolo,81,81,11000000.0,48000.0,GK,Right,2,3,1,19800000.0,47.0,2022.0,81.0,82.0,72.0,83.0,40.0,80.0,Medium,Medium,0
https://sofifa.com/player/178086/antonio-adan-garrido/20/159586,32,190,92,Spain,Atlético Madrid,81,81,11000000.0,46000.0,GK,Left,2,2,1,22600000.0,1.0,2020.0,79.0,82.0,78.0,81.0,55.0,82.0,Medium,Medium,0
https://sofifa.com/player/182494/fernando-muslera/20/159586,33,190,74,Uruguay,Galatasaray SK,81,81,9500000.0,59000.0,GK,Right,3,2,1,18100000.0,1.0,2021.0,81.0,75.0,75.0,83.0,61.0,81.0,Medium,Medium,0
https://sofifa.com/player/215698/mike-maignan/20/159586,23,191,89,France,LOSC Lille,80,87,16000000.0,28000.0,GK,Right,1,3,1,33600000.0,16.0,2022.0,78.0,77.0,78.0,83.0,46.0,78.0,Medium,Medium,7
https://sofifa.com/player/241671/dominik-livakovic/20/159586,23,187,79,Croatia,Dinamo Zagreb,80,86,15500000.0,1000.0,GK,Right,1,3,1,37200000.0,40.0,2023.0,80.0,78.0,74.0,82.0,50.0,79.0,Medium,Medium,6
https://sofifa.com/player/211990/odisseas-vlachodimos/20/159586,25,188,77,Greece,SL Benfica,80,85,14500000.0,12000.0,GK,Right,1,3,1,30100000.0,99.0,2023.0,84.0,73.0,67.0,86.0,43.0,76.0,Medium,Medium,5
https://sofifa.com/player/215223/walter-benitez/20/159586,26,191,91,Argentina,OGC Nice,80,83,13500000.0,30000.0,GK,Right,1,2,1,28000000.0,40.0,2020.0,79.0,79.0,74.0,82.0,48.0,79.0,Medium,Medium,3
https://sofifa.com/player/199005/mathew-ryan/20/159586,27,184,82,Australia,Brighton & Hove Albion,80,82,12500000.0,43000.0,GK,Right,1,4,1,24700000.0,1.0,2022.0,81.0,75.0,82.0,83.0,52.0,78.0,Medium,Medium,2
https://sofifa.com/player/227290/marko-dmitrovic/20/159586,27,194,94,Serbia,SD Eibar,80,81,12000000.0,22000.0,GK,Left,1,2,1,26100000.0,1.0,2021.0,76.0,79.0,78.0,81.0,37.0,81.0,Medium,Medium,1
https://sofifa.com/player/205849/esteban-andrada/20/159586,28,194,81,Argentina,Boca Juniors,80,83,13500000.0,24000.0,GK,Right,1,2,1,19900000.0,1.0,2022.0,80.0,77.0,80.0,81.0,44.0,80.0,Medium,Medium,3
https://sofifa.com/player/190778/jeroen-zoet/20/159586,28,189,88,Netherlands,PSV,80,82,13000000.0,18000.0,GK,Right,2,4,1,19200000.0,1.0,2021.0,79.0,77.0,77.0,82.0,50.0,79.0,Medium,Medium,2
https://sofifa.com/player/220407/martin-dubravka/20/159586,30,190,80,Slovakia,Newcastle United,80,81,11500000.0,37000.0,GK,Right,1,2,1,22700000.0,12.0,2022.0,77.0,80.0,81.0,81.0,46.0,79.0,Medium,Medium,1
https://sofifa.com/player/176550/david-ospina/20/159586,30,183,80,Colombia,Napoli,80,80,10000000.0,51000.0,GK,Right,2,3,1,17000000.0,25.0,2022.0,83.0,73.0,78.0,85.0,34.0,78.0,Medium,Medium,0
https://sofifa.com/player/179783/ralf-fahrmann/20/159586,30,197,98,Germany,Norwich City,80,80,10000000.0,43000.0,GK,Right,2,1,1,22800000.0,21.0,2020.0,82.0,79.0,44.0,84.0,43.0,79.0,Medium,Medium,0
https://sofifa.com/player/158121/benoit-costil/20/159586,31,187,88,France,FC Girondins de Bordeaux,80,80,9500000.0,30000.0,GK,Right,2,3,1,18100000.0,1.0,2021.0,81.0,77.0,79.0,80.0,51.0,79.0,Medium,Medium,0
https://sofifa.com/player/245294/jorge-ezequiel-serendero/20/159586,31,190,85,Uruguay,Uruguay,80,80,10500000.0,34000.0,GK,Right,1,2,1,20000000.0,1.0,2021.0,78.0,81.0,77.0,77.0,42.0,80.0,Medium,Medium,0
https://sofifa.com/player/173373/sergio-romero/20/159586,32,192,86,Argentina,Manchester United,80,80,9000000.0,85000.0,GK,Right,3,3,1,17100000.0,22.0,2021.0,79.0,76.0,81.0,83.0,45.0,79.0,Medium,Medium,0
https://sofifa.com/player/214584/franco-armani/20/159586,32,189,88,Argentina,River Plate,80,80,9000000.0,22000.0,GK,Right,1,2,1,12600000.0,1.0,2022.0,78.0,75.0,70.0,86.0,40.0,81.0,Medium,Medium,0
https://sofifa.com/player/148119/igor-akinfeev/20/159586,33,186,78,Russia,PFC CSKA Moscow,80,80,8000000.0,1000.0,GK,Right,3,3,1,17600000.0,35.0,2022.0,77.0,72.0,78.0,84.0,50.0,82.0,Medium,Medium,0
https://sofifa.com/player/163264/tom-heaton/20/159586,33,187,92,England,Aston Villa,80,80,8000000.0,50000.0,GK,Right,2,3,1,15200000.0,1.0,2021.0,79.0,78.0,74.0,82.0,55.0,81.0,Medium,Medium,0
https://sofifa.com/player/163705/steve-mandanda/20/159586,34,185,80,France,Olympique de Marseille,80,80,6500000.0,32000.0,GK,Right,3,3,1,12400000.0,30.0,2021.0,80.0,79.0,74.0,81.0,48.0,79.0,Medium,Medium,0
https://sofifa.com/player/192593/danijel-subasic/20/159586,34,191,84,Croatia,AS Monaco,80,80,6500000.0,34000.0,GK,Right,3,2,1,12400000.0,1.0,2020.0,79.0,75.0,76.0,81.0,53.0,80.0,Medium,Medium,0
https://sofifa.com/player/110677/miguel-angel-moya-rumbo/20/159586,35,188,83,Spain,Real Sociedad,80,80,4000000.0,17000.0,GK,Right,2,2,1,8400000.0,13.0,2020.0,84.0,74.0,81.0,79.0,39.0,80.0,Medium,Medium,0
https://sofifa.com/player/163155/ben-foster/20/159586,36,193,90,England,Watford,80,80,2500000.0,36000.0,GK,Left,2,3,1,4700000.0,26.0,2020.0,79.0,79.0,73.0,81.0,49.0,78.0,Medium,Medium,0
https://sofifa.com/player/146748/diego-lopez-rodriguez/20/159586,37,196,89,Spain,RCD Espanyol,80,80,1500000.0,17000.0,GK,Right,3,3,1,3100000.0,13.0,2020.0,75.0,82.0,74.0,76.0,44.0,82.0,Medium,Medium,0
https://sofifa.com/player/231691/alban-lafont/20/159586,20,193,82,France,FC Nantes,79,88,15500000.0,15000.0,GK,Right,2,3,1,60200000.0,1.0,2021.0,80.0,77.0,71.0,83.0,46.0,76.0,Medium,Medium,9
https://sofifa.com/player/203775/loris-karius/20/159586,26,189,87,Germany,Beşiktaş JK,79,82,11500000.0,52000.0,GK,Right,2,3,1,27700000.0,1.0,2020.0,82.0,74.0,78.0,82.0,54.0,76.0,Medium,Medium,3
https://sofifa.com/player/203841/nick-pope/20/159586,27,200,76,England,Burnley,79,82,11000000.0,32000.0,GK,Right,1,3,1,21700000.0,1.0,2023.0,78.0,80.0,75.0,79.0,48.0,80.0,Medium,Medium,3
https://sofifa.com/player/229909/andrey-lunev/20/159586,27,189,80,Russia,Russia,79,81,13000000.0,76000.0,GK,Right,1,3,1,25700000.0,12.0,2021.0,80.0,73.0,65.0,85.0,56.0,77.0,Medium,Medium,2
https://sofifa.com/player/230312/bernard-gabriel-prestao-chaves/20/159586,27,186,80,Brazil,Internacional,79,79,9000000.0,24000.0,GK,Right,1,3,1,17100000.0,1.0,2022.0,81.0,75.0,71.0,82.0,60.0,77.0,Medium,Medium,0
https://sofifa.com/player/245306/leandro-miguel-sareda/20/159586,27,186,80,Uruguay,Uruguay,79,79,9000000.0,24000.0,GK,Right,1,3,1,17100000.0,13.0,2021.0,81.0,75.0,71.0,82.0,60.0,77.0,Medium,Medium,0
https://sofifa.com/player/186569/sven-ulreich/20/159586,30,192,87,Germany,FC Bayern München,79,79,8500000.0,68000.0,GK,Right,2,2,1,14000000.0,26.0,2021.0,79.0,71.0,68.0,85.0,40.0,79.0,Medium,Medium,0
https://sofifa.com/player/193152/iago-herrerin-buisan/20/159586,31,187,89,Spain,Athletic Club de Bilbao,79,79,8000000.0,21000.0,GK,Right,1,3,1,16800000.0,13.0,2021.0,81.0,78.0,84.0,75.0,43.0,78.0,Medium,Medium,0
https://sofifa.com/player/189690/vicente-guaita-panadero/20/159586,32,190,80,Spain,Crystal Palace,79,79,7500000.0,45000.0,GK,Right,2,3,1,14300000.0,31.0,2021.0,80.0,80.0,77.0,80.0,52.0,76.0,Medium,Medium,0
https://sofifa.com/player/176919/nahuel-guzman/20/159586,33,193,94,Argentina,Tigres U.A.N.L.,79,79,7000000.0,56000.0,GK,Right,3,3,1,11200000.0,1.0,2020.0,78.0,76.0,70.0,79.0,52.0,80.0,Medium,Medium,0
https://sofifa.com/player/201325/ciprian-tatarusanu/20/159586,33,196,86,Romania,Olympique Lyonnais,79,79,7000000.0,52000.0,GK,Right,2,3,1,13300000.0,30.0,2022.0,79.0,77.0,75.0,81.0,44.0,78.0,Medium,Medium,0
https://sofifa.com/player/140293/antonio-mirante/20/159586,35,193,79,Italy,Roma,79,79,3400000.0,22000.0,GK,Right,2,2,1,5800000.0,83.0,2021.0,80.0,78.0,65.0,78.0,43.0,79.0,Medium,Medium,0
https://sofifa.com/player/225116/alex-meret/20/159586,22,190,83,Italy,Napoli,78,89,14000000.0,36000.0,GK,Left,1,3,1,26600000.0,1.0,2023.0,79.0,74.0,70.0,82.0,45.0,77.0,Medium,Medium,11
https://sofifa.com/player/214979/juan-musso/20/159586,25,191,93,Argentina,Udinese,78,83,10000000.0,14000.0,GK,Right,1,3,1,17800000.0,1.0,2023.0,80.0,77.0,74.0,81.0,44.0,79.0,Medium,Medium,5
https://sofifa.com/player/213732/alexandr-selikhov/20/159586,25,188,85,Russia,Spartak Moscow,78,82,10000000.0,1000.0,GK,Right,1,4,1,22800000.0,57.0,2021.0,79.0,81.0,78.0,75.0,41.0,77.0,Medium,Medium,4
https://sofifa.com/player/203042/jack-butland/20/159586,26,196,95,England,Stoke City,78,83,10000000.0,29000.0,GK,Right,2,3,1,19800000.0,1.0,2021.0,80.0,74.0,70.0,82.0,56.0,78.0,Medium,Medium,5
https://sofifa.com/player/212442/jose-pedro-malheiro-de-sa/20/159586,26,192,85,Portugal,Olympiacos CFP,78,82,9500000.0,1000.0,GK,Right,1,2,1,20700000.0,1.0,2023.0,79.0,76.0,68.0,80.0,45.0,76.0,Medium,Medium,4
https://sofifa.com/player/199641/matz-sels/20/159586,27,190,88,Belgium,RC Strasbourg Alsace,78,81,9000000.0,24000.0,GK,Right,1,2,1,18700000.0,1.0,2022.0,80.0,74.0,73.0,80.0,36.0,77.0,Medium,Medium,3
https://sofifa.com/player/202789/alexander-schwolow/20/159586,27,190,84,Germany,SC Freiburg,78,79,8500000.0,20000.0,GK,Right,1,3,1,15900000.0,1.0,2020.0,78.0,76.0,71.0,80.0,37.0,74.0,Medium,Medium,1
https://sofifa.com/player/195668/joel-robles-blazquez/20/159586,29,195,90,Spain,Real Betis,78,79,8500000.0,20000.0,GK,Right,1,2,1,18500000.0,1.0,2022.0,83.0,72.0,76.0,84.0,48.0,73.0,Medium,Medium,1
https://sofifa.com/player/207557/robin-olsen/20/159586,29,196,86,Sweden,Roma,78,78,7500000.0,33000.0,GK,Right,1,2,1,12800000.0,1.0,2023.0,78.0,77.0,76.0,78.0,36.0,78.0,Medium,Medium,0
https://sofifa.com/player/186148/ron-robert-zieler/20/159586,30,188,81,Germany,Hannover 96,78,78,7000000.0,25000.0,GK,Right,2,3,1,11200000.0,1.0,2023.0,76.0,73.0,70.0,81.0,48.0,78.0,Medium,Medium,0
https://sofifa.com/player/225647/martin-campana/20/159586,30,185,75,Uruguay,Independiente,78,78,7000000.0,18000.0,GK,Right,1,3,1,9800000.0,25.0,2021.0,79.0,75.0,78.0,80.0,45.0,79.0,Medium,Medium,0
https://sofifa.com/player/173426/simon-mignolet/20/159586,31,193,87,Belgium,Club Brugge KV,78,78,6500000.0,19000.0,GK,Right,3,2,1,9100000.0,88.0,2024.0,79.0,72.0,62.0,80.0,51.0,75.0,Medium,Medium,0
https://sofifa.com/player/190243/marwin-hitz/20/159586,31,194,89,Switzerland,Borussia Dortmund,78,78,6500000.0,49000.0,GK,Right,2,3,1,10700000.0,35.0,2021.0,80.0,77.0,63.0,80.0,44.0,79.0,Medium,Medium,0
https://sofifa.com/player/201095/agustin-marchesin/20/159586,31,188,85,Argentina,FC Porto,78,78,6500000.0,11000.0,GK,Right,1,3,1,13000000.0,32.0,2023.0,77.0,75.0,74.0,81.0,51.0,79.0,Medium,Medium,0
https://sofifa.com/player/223249/gabriel-arias/20/159586,31,187,91,Chile,Racing Club,78,78,6500000.0,18000.0,GK,Right,1,3,1,9100000.0,1.0,2021.0,79.0,73.0,74.0,81.0,37.0,80.0,Medium,Medium,0
https://sofifa.com/player/146296/andres-eduardo-fernandez-moreno/20/159586,32,187,82,Spain,Villarreal CF,78,78,6500000.0,25000.0,GK,Right,1,3,1,13700000.0,13.0,2021.0,80.0,75.0,68.0,79.0,56.0,76.0,Medium,Medium,0
https://sofifa.com/player/165247/itumeleng-khune/20/159586,32,181,81,South Africa,Kaizer Chiefs,78,78,6500000.0,1000.0,GK,Right,2,5,1,14300000.0,32.0,2024.0,75.0,74.0,90.0,80.0,35.0,76.0,Medium,Medium,0
https://sofifa.com/player/140233/guillermo-ochoa/20/159586,33,185,78,Mexico,Club América,78,78,5500000.0,41000.0,GK,Right,3,3,1,9400000.0,1.0,2024.0,77.0,69.0,75.0,83.0,49.0,79.0,Medium,Medium,0
https://sofifa.com/player/180714/guilherme-alvim-marinato/20/159586,33,195,95,Russia,Lokomotiv Moscow,78,78,5500000.0,1000.0,GK,Right,2,2,1,11600000.0,1.0,2019.0,82.0,73.0,72.0,80.0,39.0,78.0,Medium,Medium,0
https://sofifa.com/player/183497/orestis-karnezis/20/159586,33,190,81,Greece,Napoli,78,78,5500000.0,44000.0,GK,Right,2,3,1,9400000.0,27.0,2021.0,78.0,76.0,72.0,79.0,39.0,77.0,Medium,Medium,0
https://sofifa.com/player/228413/emil-audero/20/159586,22,192,83,Italy,Sampdoria,77,87,11500000.0,21000.0,GK,Right,1,2,1,21900000.0,1.0,2021.0,80.0,73.0,73.0,80.0,52.0,74.0,Medium,Medium,10
https://sofifa.com/player/223898/paul-bernardoni/20/159586,22,190,78,France,Nîmes Olympique,77,84,9500000.0,15000.0,GK,Left,1,2,1,22800000.0,30.0,2020.0,78.0,74.0,73.0,84.0,29.0,76.0,Medium,Medium,7
https://sofifa.com/player/206652/sergio-rico-gonzalez/20/159586,25,194,90,Spain,Sevilla FC,77,79,8000000.0,12000.0,GK,Right,2,3,1,17400000.0,13.0,2021.0,77.0,74.0,77.0,80.0,47.0,74.0,Medium,Medium,2
