player_url,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,release_clause_eur,team_jersey_number,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,nation_jersey_number
https://sofifa.com/player/212218/aymeric-laporte/20/159586,25,189,85,France,Manchester City,87,90,56500000,195000,"CB, LB",Left,2,3,2,Medium/Medium,108800000,14,2024,64,50,71,68,88,82,,,,,,,
https://sofifa.com/player/218667/bernardo-mota-carvalho-e-silva/20/159586,24,173,64,Portugal,Manchester City,87,90,64000000,210000,"RW, CAM, CM",Left,2,3,4,High/High,123200000,20,2024,81,76,83,92,51,67,,,,,,,10
https://sofifa.com/player/200145/carlos-henrique-venancio-casimiro/20/159586,27,185,84,Brazil,Real Madrid,87,89,53500000,240000,CDM,Right,3,3,2,Medium/High,113700000,14,2021,62,72,75,72,85,89,,,,,,,
https://sofifa.com/player/200104/heung-min-son/20/159586,26,183,78,Korea Republic,Tottenham Hotspur,87,88,60000000,185000,"CF, LM",Right,3,5,4,High/High,115500000,7,2023,88,86,80,87,42,68,,,,,,,
https://sofifa.com/player/135507/fernando-luiz-rosa/20/159586,34,179,67,Brazil,Manchester City,87,87,19500000,200000,CDM,Right,3,4,3,Medium/High,36100000,25,2020,66,74,79,78,84,79,,,,,,,
https://sofifa.com/player/164240/thiago-emiliano-da-silva/20/159586,34,183,82,Brazil,Paris Saint-Germain,87,87,18500000,135000,CB,Right,4,3,2,Medium/High,34200000,2,2020,62,54,72,72,87,78,,,,,,,
https://sofifa.com/player/165153/karim-benzema/20/159586,31,185,81,France,Real Madrid,87,87,45000000,285000,"CF, ST",Right,4,4,4,Medium/Low,92300000,9,2021,76,82,80,86,39,77,,,,,,,
https://sofifa.com/player/172871/jan-vertonghen/20/159586,32,189,86,Belgium,Tottenham Hotspur,87,87,32500000,155000,CB,Left,3,3,3,High/High,60100000,5,2020,63,63,74,72,87,79,,,,,,,5
https://sofifa.com/player/175943/dries-mertens/20/159586,32,169,61,Belgium,Napoli,87,87,40000000,135000,"CF, ST",Right,3,4,4,High/Low,68000000,14,2020,88,83,80,91,35,53,,,,,,,14
https://sofifa.com/player/178603/mats-hummels/20/159586,30,191,94,Germany,Borussia Dortmund,87,87,41000000,130000,CB,Right,4,3,3,High/Medium,67700000,15,2022,51,58,76,72,89,76,,,,,,,
https://sofifa.com/player/184087/toby-alderweireld/20/159586,30,186,81,Belgium,Tottenham Hotspur,87,87,41000000,155000,CB,Right,3,3,2,Medium/Medium,75900000,4,2020,64,55,72,66,88,79,,,,,,,2
https://sofifa.com/player/189332/jordi-alba-ramos/20/159586,30,170,68,Spain,FC Barcelona,87,87,40000000,240000,LB,Left,3,3,3,High/Medium,82000000,18,2024,90,69,81,83,79,73,,,,,,,18
https://sofifa.com/player/189509/thiago-alcantara/20/159586,28,174,70,Spain,FC Bayern München,87,87,50000000,180000,"CM, CAM, CDM",Right,3,3,5,Medium/Medium,82500000,6,2021,69,74,85,90,69,63,,,,,,,10
https://sofifa.com/player/193041/keylor-navas/20/159586,32,185,80,Costa Rica,Real Madrid,87,87,30500000,195000,GK,Right,3,3,1,Medium/Medium,62500000,1,2020,,,,,,,90,81,75,90,53,82,
https://sofifa.com/player/198219/lorenzo-insigne/20/159586,28,163,59,Italy,Napoli,87,87,52000000,140000,"CF, LW, ST",Right,3,4,4,High/Medium,88400000,24,2022,89,79,85,91,35,47,,,,,,,10
https://sofifa.com/player/222492/leroy-sane/20/159586,23,183,75,Germany,Manchester City,86,92,61000000,195000,LW,Left,2,3,4,High/Medium,125100000,19,2021,95,81,79,86,38,70,,,,,,,19
https://sofifa.com/player/207865/marcos-aoas-correa/20/159586,25,183,75,Brazil,Paris Saint-Germain,86,90,51500000,120000,"CB, CDM",Right,3,3,3,Medium/High,99100000,5,2022,74,41,73,70,86,77,,,,,,,
https://sofifa.com/player/232363/milan-skriniar/20/159586,24,187,80,Slovakia,Inter,86,90,52000000,89000,CB,Right,1,4,2,Medium/High,92300000,37,2023,69,41,59,66,87,82,,,,,,,
https://sofifa.com/player/199556/marco-verratti/20/159586,26,165,60,Italy,Paris Saint-Germain,86,89,54500000,140000,"CM, CDM",Right,3,4,4,Medium/High,104900000,6,2021,65,60,84,90,79,66,,,,,,,6
https://sofifa.com/player/205600/samuel-umtiti/20/159586,25,182,75,France,FC Barcelona,86,89,50000000,210000,CB,Left,3,3,2,Medium/High,106300000,23,2023,69,63,69,69,86,82,,,,,,,5
https://sofifa.com/player/186153/wojciech-szczesny/20/159586,29,195,90,Poland,Juventus,86,88,37500000,135000,GK,Right,3,3,1,Medium/Medium,64700000,1,2021,,,,,,,85,82,73,88,49,86,1
https://sofifa.com/player/212622/joshua-kimmich/20/159586,24,176,73,Germany,FC Bayern München,86,88,48000000,125000,"RB, CM, CDM",Right,3,4,3,High/Low,82800000,32,2023,72,69,86,84,79,78,,,,,,,6
https://sofifa.com/player/197781/francisco-roman-alarcon-suarez/20/159586,27,176,79,Spain,Real Madrid,86,87,51000000,245000,"CAM, CM, LW",Right,3,3,4,Medium/Low,108400000,22,2022,71,77,83,91,59,60,,,,,,,22
https://sofifa.com/player/201942/roberto-firmino-barbosa-de-oliveira/20/159586,27,181,76,Brazil,Liverpool,86,87,52000000,170000,"CF, ST, CAM",Right,3,4,4,High/High,100100000,9,2023,77,82,80,87,61,78,,,,,,,
https://sofifa.com/player/168651/ivan-rakitic/20/159586,31,184,78,Croatia,FC Barcelona,86,86,38000000,245000,"CM, CDM",Right,4,4,3,Medium/Medium,77900000,4,2021,62,81,86,81,74,70,,,,,,,
https://sofifa.com/player/180206/miralem-pjanic/20/159586,29,178,72,Bosnia Herzegovina,Juventus,86,86,42500000,180000,"CM, CDM",Right,3,4,3,Medium/Medium,70100000,5,2023,68,68,87,85,75,67,,,,,,,
https://sofifa.com/player/183898/angel-di-maria/20/159586,31,180,69,Argentina,Paris Saint-Germain,86,86,39000000,150000,"RW, LW",Left,4,2,5,High/Medium,72200000,11,2021,84,79,84,87,48,68,,,,,,,11
https://sofifa.com/player/184344/leonardo-bonucci/20/159586,32,190,85,Italy,Juventus,86,86,28500000,160000,CB,Right,3,4,2,Low/High,47000000,19,2023,58,58,69,70,87,79,,,,,,,19
https://sofifa.com/player/189242/philippe-coutinho-correia/20/159586,27,172,68,Brazil,FC Bayern München,86,86,46500000,175000,"LW, CM",Right,3,4,5,High/Medium,,10,2020,79,80,84,90,52,64,,,,,,,
https://sofifa.com/player/189513/daniel-parejo-munoz/20/159586,30,182,74,Spain,Valencia CF,86,86,41000000,69000,CM,Right,2,4,3,Medium/Medium,86100000,10,2022,41,80,88,79,70,69,,,,,,,
https://sofifa.com/player/189596/thomas-muller/20/159586,29,186,75,Germany,FC Bayern München,86,86,43500000,170000,"CAM, RM, RW",Right,4,4,3,High/High,71800000,25,2021,72,83,79,78,55,71,,,,,,,
https://sofifa.com/player/192387/ciro-immobile/20/159586,29,185,85,Italy,Lazio,86,86,44500000,105000,ST,Right,3,4,3,High/Medium,75700000,17,2023,80,85,63,81,39,76,,,,,,,17
https://sofifa.com/player/193301/alexandre-lacazette/20/159586,28,175,73,France,Arsenal,86,86,46000000,165000,ST,Right,3,4,4,High/High,87400000,9,2022,82,85,75,86,40,74,,,,,,,
https://sofifa.com/player/235243/matthijs-de-ligt/20/159586,19,189,89,Netherlands,Juventus,85,93,50000000,76000,CB,Right,3,4,2,Medium/High,92500000,4,2024,67,58,66,68,83,84,,,,,,,3
https://sofifa.com/player/230621/gianluigi-donnarumma/20/159586,20,196,90,Italy,Milan,85,92,41500000,34000,GK,Right,3,3,1,Medium/Medium,78900000,99,2021,,,,,,,90,80,74,90,50,80,22
https://sofifa.com/player/228702/frenkie-de-jong/20/159586,22,180,74,Netherlands,FC Barcelona,85,91,52000000,195000,"CM, CDM",Right,3,3,4,Medium/High,117000000,21,2024,79,64,84,87,76,76,,,,,,,21
https://sofifa.com/player/201535/raphael-varane/20/159586,26,191,81,France,Real Madrid,85,90,45000000,205000,CB,Right,3,3,2,Medium/High,95600000,5,2022,83,45,62,63,85,80,,,,,,,4
https://sofifa.com/player/212190/niklas-sule/20/159586,23,195,97,Germany,FC Bayern München,85,90,46500000,115000,CB,Right,2,3,2,Medium/Medium,80200000,4,2022,72,42,55,50,86,82,,,,,,,15
https://sofifa.com/player/223848/sergej-milinkovic-savic/20/159586,24,191,76,Serbia,Lazio,85,90,50500000,73000,"CM, CAM",Right,2,4,4,High/Medium,89600000,21,2023,67,79,80,83,77,84,,,,,,,
https://sofifa.com/player/231866/rodrigo-hernandez-cascante/20/159586,23,191,82,Spain,Manchester City,85,90,47000000,150000,"CDM, CM",Right,2,4,3,Medium/High,90500000,16,2024,67,68,77,77,82,80,,,,,,,16
https://sofifa.com/player/208421/saul-niguez-esclapez/20/159586,24,184,77,Spain,Atlético Madrid,85,89,49500000,77000,"CM, LM, RM",Left,3,4,3,High/High,105200000,8,2026,70,78,79,81,78,78,,,,,,,6
https://sofifa.com/player/209499/fabio-henrique-tavares/20/159586,25,188,78,Brazil,Liverpool,85,89,45000000,125000,CDM,Right,3,2,3,Medium/High,86600000,3,2023,68,69,78,77,85,83,,,,,,,
https://sofifa.com/player/216267/andrew-robertson/20/159586,25,178,64,Scotland,Liverpool,85,89,43500000,125000,LB,Left,1,2,3,High/High,83700000,26,2024,85,62,77,79,80,75,,,,,,,3
https://sofifa.com/player/216460/jose-maria-gimenez/20/159586,24,185,80,Uruguay,Atlético Madrid,85,89,45000000,69000,CB,Right,2,3,2,Medium/High,95600000,2,2023,69,45,52,54,86,82,,,,,,,
https://sofifa.com/player/220440/clement-lenglet/20/159586,24,186,81,France,FC Barcelona,85,89,45000000,175000,CB,Left,2,4,2,Medium/High,95600000,15,2023,75,45,68,65,86,80,,,,,,,
https://sofifa.com/player/212198/bruno-miguel-borges-fernandes/20/159586,24,179,69,Portugal,Sporting CP,85,88,49000000,24000,"CAM, CM",Right,2,4,4,High/High,101700000,8,2023,77,83,87,85,65,74,,,,,,,16
https://sofifa.com/player/199482/anthony-lopes/20/159586,28,184,81,Portugal,Olympique Lyonnais,85,87,33500000,88000,GK,Left,2,2,1,Medium/Medium,66200000,1,2020,,,,,,,87,80,75,89,64,84,
https://sofifa.com/player/185122/peter-gulacsi/20/159586,29,192,86,Hungary,RB Leipzig,85,86,31000000,69000,GK,Right,2,2,1,Medium/Medium,55000000,1,2022,,,,,,,84,86,81,86,43,84,1
https://sofifa.com/player/189117/roman-burki/20/159586,28,187,85,Switzerland,Borussia Dortmund,85,86,32000000,92000,GK,Right,3,2,1,Medium/Medium,55200000,1,2021,,,,,,,86,80,74,89,50,83,
https://sofifa.com/player/192505/romelu-lukaku/20/159586,26,190,94,Belgium,Inter,85,86,46000000,115000,ST,Left,3,4,3,Medium/Medium,81700000,9,2024,75,82,73,72,35,84,,,,,,,9
https://sofifa.com/player/192774/kostas-manolas/20/159586,28,189,83,Greece,Napoli,85,86,37500000,105000,CB,Right,3,2,2,Low/High,66600000,44,2022,82,25,42,60,86,81,,,,,,,4
https://sofifa.com/player/194404/norberto-murara-neto/20/159586,29,190,84,Brazil,FC Barcelona,85,86,31000000,175000,GK,Right,2,2,1,Medium/Medium,65900000,13,2023,,,,,,,86,81,79,82,54,82,
https://sofifa.com/player/197445/david-alaba/20/159586,27,180,78,Austria,FC Bayern München,85,86,38000000,135000,"LB, CB",Left,4,4,3,Medium/Medium,65600000,27,2021,83,73,81,80,80,76,,,,,,,8
https://sofifa.com/player/201399/mauro-icardi/20/159586,26,181,75,Argentina,Inter,85,86,46000000,115000,ST,Right,3,4,3,Medium/Low,81700000,36,2021,75,84,61,77,36,69,,,,,,,
https://sofifa.com/player/204963/daniel-carvajal-ramos/20/159586,27,173,73,Spain,Real Madrid,85,86,38000000,205000,RB,Right,3,3,3,High/High,80800000,2,2022,81,47,78,81,82,80,,,,,,,2
https://sofifa.com/player/208670/hakim-ziyech/20/159586,26,181,65,Morocco,Ajax,85,86,45000000,39000,"CAM, RW",Left,3,2,4,High/Medium,66400000,22,2022,80,75,86,83,50,66,,,,,,,
https://sofifa.com/player/41236/zlatan-ibrahimovic/20/159586,37,195,95,Sweden,LA Galaxy,85,85,14000000,15000,ST,Right,5,4,5,Medium/Low,21000000,9,2019,56,88,77,77,34,78,,,,,,,
https://sofifa.com/player/143076/alejandro-gomez/20/159586,31,165,68,Argentina,Atalanta,85,85,34000000,92000,"CAM, CF, ST",Right,3,4,4,High/Medium,57800000,10,2022,89,78,81,86,39,55,,,,,,,
https://sofifa.com/player/167664/gonzalo-higuain/20/159586,31,186,89,Argentina,Juventus,85,85,34500000,175000,ST,Right,4,4,3,High/Medium,56900000,21,2021,63,85,71,80,31,71,,,,,,,
https://sofifa.com/player/170890/blaise-matuidi/20/159586,32,180,75,France,Juventus,85,85,25000000,145000,"CDM, CM",Left,3,2,2,Medium/High,41300000,14,2020,75,66,76,78,83,81,,,,,,,14
https://sofifa.com/player/173731/gareth-bale/20/159586,29,185,82,Wales,Real Madrid,85,85,37500000,250000,"RW, LW, ST",Left,4,3,4,Medium/Medium,76900000,11,2022,91,87,82,82,58,76,,,,,,,11
https://sofifa.com/player/176676/marcelo-vieira-da-silva/20/159586,31,174,75,Brazil,Real Madrid,85,85,28000000,205000,LB,Left,4,4,5,High/Low,57400000,12,2022,81,74,83,89,77,79,,,,,,,
https://sofifa.com/player/177413/axel-witsel/20/159586,30,186,81,Belgium,Borussia Dortmund,85,85,31500000,110000,"CDM, CM",Right,3,4,4,Medium/High,52000000,28,2022,73,74,80,79,83,81,,,,,,,6
https://sofifa.com/player/191043/alex-sandro-lobo-silva/20/159586,28,180,80,Brazil,Juventus,85,85,33000000,155000,"LB, LM",Left,3,3,3,High/Medium,54500000,12,2020,83,65,77,80,82,82,,,,,,,
https://sofifa.com/player/192629/iago-aspas-juncal/20/159586,31,176,67,Spain,RC Celta,85,85,34500000,49000,"ST, RW",Left,2,3,3,High/High,72500000,10,2023,78,84,77,85,35,64,,,,,,,17
https://sofifa.com/player/193747/jorge-resurreccion/20/159586,27,176,74,Spain,Atlético Madrid,85,85,40500000,88000,"RM, LM, CM",Right,3,4,3,High/High,83000000,6,2024,68,75,86,82,74,79,,,,,,,8
https://sofifa.com/player/198710/james-rodriguez/20/159586,27,180,75,Colombia,Real Madrid,85,85,40500000,225000,"CAM, CM, RM",Left,4,2,4,Medium/Medium,83000000,16,2020,55,86,87,86,50,63,,,,,,,10
https://sofifa.com/player/199914/allan-marques-loureiro/20/159586,28,175,74,Brazil,Napoli,85,85,38000000,110000,CM,Right,2,3,4,Medium/High,64600000,5,2023,75,71,78,84,85,84,,,,,,,
https://sofifa.com/player/233049/jadon-sancho/20/159586,19,180,76,England,Borussia Dortmund,84,92,44500000,61000,"RM, LM",Right,2,4,5,Medium/Low,82300000,7,2022,88,72,77,90,36,60,,,,,,,21
https://sofifa.com/player/235790/kai-havertz/20/159586,20,188,83,Germany,Bayer 04 Leverkusen,84,92,46000000,70000,"CAM, RM",Left,1,4,4,Medium/Medium,87400000,29,2022,84,78,79,84,44,65,,,,,,,23
https://sofifa.com/player/231443/ousmane-dembele/20/159586,22,178,67,France,FC Barcelona,84,90,42500000,195000,"RW, LW",Left,3,5,5,High/Medium,95600000,11,2022,93,79,80,87,36,57,,,,,,,11
https://sofifa.com/player/206585/kepa-arrizabalaga/20/159586,24,186,85,Spain,Chelsea,84,89,31000000,92000,GK,Right,1,4,1,Medium/Medium,61200000,1,2024,,,,,,,84,82,86,85,33,80,13
https://sofifa.com/player/210514/joao-pedro-cavaco-cancelo/20/159586,25,182,74,Portugal,Manchester City,84,89,36500000,150000,RB,Right,2,3,4,High/Medium,70300000,27,2025,90,65,80,84,78,71,,,,,,,2
https://sofifa.com/player/211117/dele-alli/20/159586,23,188,80,England,Tottenham Hotspur,84,89,41500000,115000,"CAM, CM",Right,3,3,4,High/High,79900000,20,2024,72,81,79,82,71,79,,,,,,,20
https://sofifa.com/player/220814/lucas-hernandez/20/159586,23,182,76,France,FC Bayern München,84,89,37500000,110000,"CB, LB",Left,3,3,2,High/High,64700000,21,2024,81,54,70,71,83,82,,,,,,,21
https://sofifa.com/player/230658/arthur-henrique-ramos-oliveira-melo/20/159586,22,171,73,Brazil,FC Barcelona,84,89,41000000,180000,CM,Right,2,3,4,Medium/Medium,87100000,8,2024,69,71,81,86,73,70,,,,,,,
https://sofifa.com/player/202556/memphis-depay/20/159586,25,176,78,Netherlands,Olympique Lyonnais,84,88,40500000,110000,"CF, LW, CAM",Right,3,3,5,High/Low,80000000,11,2021,87,80,81,84,32,78,,,,,,,10
https://sofifa.com/player/209658/leon-goretzka/20/159586,24,189,79,Germany,FC Bayern München,84,88,40000000,120000,"CM, CAM, CDM",Right,3,4,3,High/Medium,69000000,18,2022,81,77,80,81,75,79,,,,,,,18
https://sofifa.com/player/212194/julian-brandt/20/159586,23,185,83,Germany,Borussia Dortmund,84,88,40500000,94000,"CAM, LM, RM",Right,2,4,4,Medium/Medium,69900000,19,2024,82,78,81,85,40,68,,,,,,,10
https://sofifa.com/player/213345/kingsley-coman/20/159586,23,179,75,France,FC Bayern München,84,88,40500000,120000,"LM, RM, LW",Right,2,3,4,Medium/Low,69900000,29,2023,92,76,77,87,29,60,,,,,,,8
https://sofifa.com/player/206113/serge-gnabry/20/159586,23,175,75,Germany,FC Bayern München,84,87,39500000,120000,"RM, LM, LW",Right,2,4,4,High/Medium,68100000,22,2023,90,82,75,86,43,69,,,,,,,20
https://sofifa.com/player/216594/nabil-fekir/20/159586,25,173,75,France,Real Betis,84,87,39000000,40000,CAM,Left,3,3,4,High/Medium,84800000,8,2023,78,82,81,88,33,77,,,,,,,
https://sofifa.com/player/192563/bernd-leno/20/159586,27,190,83,Germany,Arsenal,84,86,26000000,91000,GK,Right,3,3,1,Medium/Medium,51400000,1,2023,,,,,,,83,81,78,85,56,84,
https://sofifa.com/player/198706/luis-alberto-romero-alconchel/20/159586,26,183,74,Spain,Lazio,84,86,37500000,78000,"CAM, CM, CF",Right,2,3,4,Medium/Medium,66600000,10,2022,71,76,84,85,49,59,,,,,,,
https://sofifa.com/player/212462/alex-nicolao-telles/20/159586,26,181,71,Brazil,FC Porto,84,86,33000000,23000,LB,Left,3,2,3,High/High,68500000,13,2021,85,72,84,81,80,76,,,,,,,
https://sofifa.com/player/236583/jiri-pavlenka/20/159586,27,196,81,Czech Republic,SV Werder Bremen,84,86,26000000,37000,GK,Right,1,3,1,Medium/Medium,46200000,1,2021,,,,,,,86,79,70,88,36,80,23
https://sofifa.com/player/198176/stefan-de-vrij/20/159586,27,189,78,Netherlands,Inter,84,85,31500000,88000,CB,Right,3,4,2,Medium/High,55900000,6,2023,66,41,62,68,86,74,,,,,,,5
